id,budget,revenue,release_year,production_companies
1995,115000000,274703340,2001,Paramount Pictures
2770,30000000,287553595,2001,Universal Pictures
853,70000000,96976270,2001,Paramount Pictures
9398,28000000,60780981,2001,Paramount Pictures
1903,68000000,203388341,2001,Paramount Pictures
1535,92000000,143049560,2001,Universal Pictures
2043,60000000,105178561,2001,Paramount Pictures
9896,48000000,85498534,2001,Paramount Pictures
20857,32000000,40222729,2001,Paramount Pictures
11371,68000000,71069884,2001,Paramount Pictures
8386,12000000,31155435,2001,Universal Pictures
16300,0,0,2001,Paramount Pictures
9799,38000000,207283925,2001,Universal Pictures
9740,87000000,351692268,2001,Universal Pictures
11456,75000000,54249294,2001,Paramount Pictures
24478,0,0,2001,Universal Pictures
19366,22000000,0,2001,Universal Pictures
11631,52000000,609841637,2008,Universal Pictures
4922,150000000,333932083,2008,Paramount Pictures
1735,145000000,401128639,2008,Universal Pictures
1724,150000000,163712074,2008,Universal Pictures
11253,85000000,160388063,2008,Universal Pictures
8909,75000000,258270008,2008,Universal Pictures
10483,45000000,73762516,2008,Universal Pictures
7191,25000000,170764026,2008,Paramount Pictures
9870,30000000,105173115,2008,Universal Pictures
8390,0,55447968,2008,Universal Pictures
15373,28000000,92380927,2008,Universal Pictures
13486,0,0,2008,Universal Pictures
8204,90000000,162839667,2008,Paramount Pictures
13971,0,0,2008,Universal Pictures
12177,62000000,41819064,2008,Paramount Pictures
8988,25000000,11207130,2008,Paramount Pictures
8457,40000000,0,2008,Paramount Pictures
12689,1,0,2008,Paramount Pictures
14220,0,6575282,2008,Paramount Pictures
14914,0,0,2008,Universal Pictures
20268,4700000,0,2008,Paramount Pictures
13490,35000000,43650785,2008,Universal Pictures
56292,145000000,694713380,2011,Paramount Pictures
41630,25000000,147780440,2011,Paramount Pictures
17578,130000000,371940071,2011,Paramount Pictures
55721,32500000,288383523,2011,Universal Pictures
37686,50000000,260095987,2011,Paramount Pictures
44896,135000000,245724603,2011,Paramount Pictures
49520,52000000,75450437,2011,Universal Pictures
44826,170000000,185770160,2011,Paramount Pictures
57157,12000000,22939027,2011,Paramount Pictures
38050,50200000,127869379,2011,Universal Pictures
59861,30000000,36160375,2011,Universal Pictures
39513,40000000,97552050,2011,Universal Pictures
58233,45000000,160078586,2011,Universal Pictures
60935,35000000,28128670,2011,Universal Pictures
59108,75000000,152930623,2011,Universal Pictures
38319,49900000,26121638,2011,Universal Pictures
63710,0,0,2011,Universal Pictures
64685,40000000,55247881,2011,Paramount Pictures
50359,63000000,183953723,2011,Universal Pictures
38356,195000000,1123746996,2011,Paramount Pictures
72571,5000000,205703818,2011,Paramount Pictures
48340,30000000,108609310,2011,Universal Pictures
78080,0,0,2011,Universal Pictures
51497,125000000,626137675,2011,Universal Pictures
57353,25000000,0,2011,Universal Pictures
2501,60000000,214034224,2002,Universal Pictures
245,27000000,129000000,2002,Universal Pictures
201,60000000,67312826,2002,Paramount Pictures
590,25000000,108846072,2002,Paramount Pictures
10375,55000000,6416302,2002,Universal Pictures
9334,60000000,165333180,2002,Universal Pictures
4614,68,193,2002,Paramount Pictures
10590,75000000,114660784,2002,Paramount Pictures
9012,5000000,64282312,2002,Paramount Pictures
9027,0,0,2002,Universal Pictures
1537,45000000,94935764,2002,Paramount Pictures
8665,100000000,35168966,2002,Paramount Pictures
9298,0,0,2002,Universal Pictures
9093,35000000,29882645,2002,Paramount Pictures
16077,3000000,0,2002,Universal Pictures
15028,26000000,38793283,2002,Paramount Pictures
11870,15000000,52970014,2002,Universal Pictures
11022,6500000,12633747,2002,Paramount Pictures
17130,12000000,61141030,2002,Paramount Pictures
15992,25000000,10719357,2002,Paramount Pictures
9533,78000000,209196298,2002,Universal Pictures
12771,29000000,16930185,2002,Paramount Pictures
10052,60000000,52322400,2002,Universal Pictures
17187,0,0,2002,Universal Pictures
47354,0,0,2002,Universal Pictures
13440,0,0,2002,Universal Pictures
11857,0,0,2002,Paramount Pictures
14317,35000000,0,2002,Paramount Pictures
12277,25000000,41604473,2002,Universal Pictures
13,55000000,677945399,1994,Paramount Pictures
36593,30000000,51132598,1994,Paramount Pictures
9331,62000000,215887717,1994,Paramount Pictures
306,50000000,119208989,1994,Paramount Pictures
888,46000000,341631208,1994,Universal Pictures
193,38000000,120000000,1994,Paramount Pictures
6280,60000000,37000000,1994,Universal Pictures
8850,25000000,48063435,1994,Universal Pictures
8831,27000000,101646581,1994,Universal Pictures
11667,35000000,99423521,1994,Universal Pictures
2788,11500000,20079850,1994,Universal Pictures
2087,0,0,1994,Universal Pictures
4954,45000000,0,1994,Paramount Pictures
11777,25000000,0,1994,Paramount Pictures
8986,0,18137661,1994,Paramount Pictures
29918,0,0,1994,Paramount Pictures
11593,0,0,1994,Paramount Pictures
19819,0,0,1994,Paramount Pictures
10897,0,67308282,1994,Universal Pictures
8987,0,0,1994,Universal Pictures
46717,45000000,21355893,1994,Paramount Pictures
21352,0,0,1994,Paramount Pictures
19855,0,0,1994,Universal Pictures
34152,0,0,1994,Universal Pictures
49040,130000000,276572938,2012,Universal Pictures
58595,170000000,396600000,2012,Universal Pictures
72105,50000000,549368315,2012,Universal Pictures
75780,60000000,218340595,2012,Paramount Pictures
71552,50000000,234989584,2012,Universal Pictures
73723,70000000,348840316,2012,Universal Pictures
44833,209000000,303025485,2012,Universal Pictures
82695,61000000,441809770,2012,Universal Pictures
96724,0,68929150,2012,Universal Pictures
76493,65000000,179379533,2012,Paramount Pictures
77866,25000000,63100000,2012,Universal Pictures
72207,30000000,53909751,2012,Universal Pictures
59961,85000000,208076205,2012,Universal Pictures
87502,31000000,161772375,2012,Paramount Pictures
78698,40000000,24719215,2012,Universal Pictures
72358,40000000,22044277,2012,Paramount Pictures
82679,14000000,11417362,2012,Paramount Pictures
82687,40000000,41863726,2012,Paramount Pictures
82990,5000000,142817992,2012,Paramount Pictures
101267,12000000,32726956,2012,Paramount Pictures
310,80000000,484572835,2003,Universal Pictures
8273,55000000,231449203,2003,Universal Pictures
9654,60000000,176070171,2003,Paramount Pictures
9486,40000000,160583018,2003,Universal Pictures
10028,18000000,62646763,2003,Universal Pictures
1584,35000000,131282949,2003,Paramount Pictures
1996,95000000,156505388,2003,Paramount Pictures
8619,150000000,212011111,2003,Universal Pictures
9341,60000000,74208267,2003,Paramount Pictures
1927,137000000,245360480,2003,Universal Pictures
9919,50000000,177371441,2003,Paramount Pictures
9562,80000000,19480739,2003,Paramount Pictures
9620,60000000,96269812,2003,Paramount Pictures
4464,87000000,148336445,2003,Universal Pictures
11615,50000000,38955598,2003,Universal Pictures
2662,7000000,16829545,2003,Universal Pictures
22309,15000000,30238577,2003,Paramount Pictures
13778,0,0,2003,Paramount Pictures
21525,0,7808524,2003,Paramount Pictures
597,200000000,1845034188,1997,Paramount Pictures
8413,60000000,26673242,1997,Paramount Pictures
754,80000000,245676146,1997,Paramount Pictures
9619,116000000,178127760,1997,Universal Pictures
11975,40000000,45916769,1997,Paramount Pictures
4824,60000000,159330280,1997,Universal Pictures
10003,68000000,118063304,1997,Paramount Pictures
2163,36000000,50159144,1997,Paramount Pictures
10806,35000000,0,1997,Paramount Pictures
9437,27000000,60527873,1997,Paramount Pictures
11015,60000000,33956608,1997,Paramount Pictures
10371,35000000,31611225,1997,Universal Pictures
12145,0,9381260,1997,Universal Pictures
9403,28000000,41230799,1997,Paramount Pictures
17894,16000000,0,1997,Paramount Pictures
16992,0,0,1997,Universal Pictures
17834,0,0,1997,Universal Pictures
330,73000000,229074524,1997,Universal Pictures
10871,37000000,6482195,1997,Paramount Pictures
14908,0,4529843,1997,Universal Pictures
17832,0,0,1997,Universal Pictures
37244,0,0,1997,Universal Pictures
14817,0,0,1997,Paramount Pictures
106646,100000000,392000694,2013,Paramount Pictures
75612,120000000,286168572,2013,Universal Pictures
93456,76000000,970761885,2013,Universal Pictures
54138,190000000,467365246,2013,Paramount Pictures
158015,3000000,89328627,2013,Universal Pictures
72190,200000000,531865000,2013,Paramount Pictures
72559,130000000,371876278,2013,Paramount Pictures
107985,20000000,0,2013,Universal Pictures
60304,50000000,224803475,2013,Paramount Pictures
193756,40000000,149295601,2013,Universal Pictures
49524,130000000,61648500,2013,Universal Pictures
208134,15000000,151831537,2013,Paramount Pictures
59859,28000000,29000000,2013,Universal Pictures
109443,50000000,173649015,2013,Paramount Pictures
134374,25000000,86175291,2013,Paramount Pictures
132232,15000000,146497771,2013,Universal Pictures
76544,25000000,2054941,2013,Universal Pictures
82992,160000000,788679850,2013,Universal Pictures
183258,6000000,0,2013,Universal Pictures
159154,0,602042,2013,Universal Pictures
105,19000000,381109762,1985,Universal Pictures
2108,1000000,51525171,1985,Universal Pictures
606,31000000,128499205,1985,Universal Pictures
9281,12000000,68706993,1985,Paramount Pictures
16248,0,7840873,1985,Paramount Pictures
15196,15000000,14643997,1985,Paramount Pictures
9731,2200000,21930418,1985,Paramount Pictures
9749,0,0,1985,Universal Pictures
11177,0,42400000,1985,Universal Pictures
11064,20000000,45833132,1985,Universal Pictures
17898,0,0,1985,Paramount Pictures
27590,0,8800000,1985,Universal Pictures
11904,18000000,0,1985,Paramount Pictures
19357,0,24689703,1985,Paramount Pictures
9872,25000000,9873044,1985,Paramount Pictures
11338,114,6700000,1985,Universal Pictures
8202,62000000,52304001,2005,Paramount Pictures
74,132000000,591739379,2005,Paramount Pictures
6957,26000000,109449237,2005,Universal Pictures
2313,0,0,2005,Universal Pictures
11283,25000000,122489822,2005,Universal Pictures
4348,28000000,121147947,2005,Universal Pictures
25,72000000,96889998,2005,Universal Pictures
16320,39000000,38869464,2005,Universal Pictures
9621,57000000,52034889,2005,Paramount Pictures
8292,45000000,92374674,2005,Paramount Pictures
179,80000000,162944923,2005,Universal Pictures
9913,43000000,91974818,2005,Universal Pictures
7214,30000000,76669806,2005,Paramount Pictures
9910,35000000,30526509,2005,Universal Pictures
15648,0,0,2005,Universal Pictures
6963,20000000,12482775,2005,Paramount Pictures
11683,15000000,46770602,2005,Universal Pictures
10060,40000000,46442528,2005,Paramount Pictures
9981,45000000,56070433,2005,Universal Pictures
9291,82000000,190320568,2005,Paramount Pictures
6961,15000000,47175038,2005,Universal Pictures
7364,130000000,119269486,2005,Paramount Pictures
10092,1000000,10047674,2005,Universal Pictures
11804,10000000,91196419,2005,Universal Pictures
13499,45000000,72028752,2005,Paramount Pictures
13341,30000000,34252847,2005,Paramount Pictures
956,150000000,397850012,2006,Paramount Pictures
9693,76000000,69959751,2006,Universal Pictures
9767,52000000,204999686,2006,Universal Pictures
6877,50000000,88715192,2006,Paramount Pictures
1247,85000000,59908565,2006,Universal Pictures
82,135000000,163794509,2006,Universal Pictures
7516,17000000,57103895,2006,Universal Pictures
9035,15500000,0,2006,Universal Pictures
9353,32000000,80197993,2006,Paramount Pictures
9676,50000000,49111202,2006,Universal Pictures
9310,17000000,7314027,2006,Universal Pictures
1819,54000000,130431368,2006,Universal Pictures
1852,63000000,162945894,2006,Paramount Pictures
9788,23000000,38505009,2006,Universal Pictures
9907,51000000,72779000,2006,Paramount Pictures
1125,70000000,154937680,2006,Paramount Pictures
12094,11000000,72778712,2006,Paramount Pictures
4723,17000000,374743,2006,Universal Pictures
9615,85000000,158468292,2006,Universal Pictures
9986,85000000,144,2006,Paramount Pictures
17379,45000000,38399961,2006,Paramount Pictures
9829,15000000,76286096,2006,Universal Pictures
9895,20000000,41237648,2006,Universal Pictures
1967,0,0,2006,Paramount Pictures
9809,4000000,4630045,2006,Universal Pictures
2502,75000000,288500217,2004,Universal Pictures
10625,17000000,129042871,2004,Paramount Pictures
7131,160000000,300257475,2004,Universal Pictures
1538,65000000,217764291,2004,Paramount Pictures
747,4000000,30039392,2004,Universal Pictures
11774,140000000,209073645,2004,Paramount Pictures
5137,70000000,57958696,2004,Paramount Pictures
11836,30000000,140161792,2004,Paramount Pictures
5966,42000000,171963386,2004,Universal Pictures
2789,105000000,115772733,2004,Universal Pictures
14462,80000000,96105964,2004,Paramount Pictures
8849,60000000,13395939,2004,Paramount Pictures
9890,90000000,102000000,2004,Paramount Pictures
13572,50000000,25195000,2004,Paramount Pictures
3989,32000000,50907422,2004,Paramount Pictures
10762,19000000,69631118,2004,Paramount Pictures
1677,40000000,124731534,2004,Universal Pictures
11823,31000000,41512007,2004,Universal Pictures
13505,0,0,2004,Paramount Pictures
11137,0,0,2004,Paramount Pictures
7092,0,0,2004,Universal Pictures
31063,0,0,2004,Universal Pictures
8080,27000000,13000000,2004,Paramount Pictures
15673,20000000,11341016,2004,Universal Pictures
8842,39000000,6614280,2004,Paramount Pictures
2791,0,0,2004,Universal Pictures
12540,0,0,2004,Universal Pictures
238,6000000,245066411,1972,Paramount Pictures
573,3500000,12600000,1972,Universal Pictures
14881,0,6330000,1972,Universal Pictures
811,1000000,0,1972,Universal Pictures
11610,0,0,1972,Paramount Pictures
813,3500000,83453539,1980,Paramount Pictures
525,27000000,115229890,1980,Universal Pictures
4488,550000,59754601,1980,Paramount Pictures
13612,0,41675194,1980,Universal Pictures
12705,0,66132626,1980,Universal Pictures
11335,20000000,0,1980,Paramount Pictures
17496,0,0,1980,Paramount Pictures
2768,4800000,22743674,1980,Paramount Pictures
23954,7200000,12729678,1980,Paramount Pictures
16619,6000000,0,1980,Paramount Pictures
16769,0,0,1980,Universal Pictures
15668,20000000,22471595,1980,Universal Pictures
5922,0,0,1980,Paramount Pictures
13005,0,6659377,1980,Universal Pictures
2503,70000000,442824138,2007,Universal Pictures
2270,70000000,135560026,2007,Paramount Pictures
7485,61000000,95696996,2007,Paramount Pictures
4347,30000000,129266061,2007,Universal Pictures
4964,30000000,219076518,2007,Universal Pictures
1949,65000000,84785914,2007,Paramount Pictures
6538,75000000,119000410,2007,Universal Pictures
4349,70000000,86658558,2007,Universal Pictures
8271,20000000,117760134,2007,Paramount Pictures
3563,85000000,186072214,2007,Universal Pictures
1738,70000000,18211013,2007,Paramount Pictures
4169,0,33231264,2007,Universal Pictures
2310,70000000,195735876,2007,Paramount Pictures
8277,0,0,2007,Universal Pictures
1858,150000000,709709780,2007,Paramount Pictures
4517,25000000,74237563,2007,Universal Pictures
13159,20000000,0,2007,Universal Pictures
1257,0,69485490,2007,Universal Pictures
10074,0,14334401,2007,Paramount Pictures
13158,0,0,2007,Paramount Pictures
14397,12000000,5285197,2007,Universal Pictures
14001,20000000,22217407,2007,Universal Pictures
15261,0,0,2007,Universal Pictures
152,35000000,139000000,1979,Paramount Pictures
11474,0,22490039,1979,Paramount Pictures
10734,8000000,43000000,1979,Paramount Pictures
29723,14000000,13015688,1979,Universal Pictures
6471,0,73961419,1979,Universal Pictures
33521,0,0,1979,Universal Pictures
90,15000000,316360478,1984,Paramount Pictures
157,18000000,87000000,1984,Paramount Pictures
1788,8200000,80035402,1984,Paramount Pictures
9730,0,32,1984,Paramount Pictures
15144,6500000,23686027,1984,Universal Pictures
11884,15000000,28733290,1984,Universal Pictures
8764,9000000,20458340,1984,Paramount Pictures
52744,0,11129057,1984,Paramount Pictures
10631,0,0,1984,Universal Pictures
14746,14500000,8089290,1984,Universal Pictures
48677,0,0,1984,Universal Pictures
11495,0,0,1984,Universal Pictures
11221,18000000,19265302,1984,Paramount Pictures
27171,0,0,1984,Universal Pictures
111,25000000,65884703,1983,Universal Pictures
1621,40600000,90400000,1983,Paramount Pictures
17692,20500000,87987055,1983,Universal Pictures
4543,0,0,1983,Universal Pictures
11050,8000000,0,1983,Paramount Pictures
18835,0,0,1983,Universal Pictures
12695,0,15543000,1983,Paramount Pictures
11336,10000000,20766616,1983,Paramount Pictures
535,4000000,92921203,1983,Paramount Pictures
15120,0,5678950,1983,Universal Pictures
232,10000000,2494480,1983,Universal Pictures
10805,22000000,64892670,1983,Paramount Pictures
10576,5000000,34725000,1983,Universal Pictures
837,5952000,2120439,1983,Universal Pictures
26198,6000000,3661757,1983,Paramount Pictures
9967,0,27900000,1983,Paramount Pictures
63,29500000,168840000,1995,Universal Pictures
524,52000000,116112375,1995,Universal Pictures
9603,12000000,0,1995,Paramount Pictures
9598,30000000,254134910,1995,Universal Pictures
8839,50000000,287928194,1995,Universal Pictures
9804,175000000,264218220,1995,Universal Pictures
9271,30000000,24048000,1995,Paramount Pictures
9090,0,47774193,1995,Universal Pictures
11008,0,0,1995,Universal Pictures
11860,58000000,0,1995,Paramount Pictures
2086,8169363,8175346,1995,Paramount Pictures
11381,0,32648673,1995,Paramount Pictures
9066,0,0,1995,Paramount Pictures
28313,17000000,7603766,1995,Paramount Pictures
11863,50000000,9851610,1995,Paramount Pictures
6715,0,0,1995,Universal Pictures
9059,0,0,1995,Universal Pictures
12122,0,0,1995,Universal Pictures
12158,14000000,19800000,1995,Paramount Pictures
9091,35000000,64350171,1995,Universal Pictures
10329,50000000,152000000,1995,Paramount Pictures
9089,0,17519169,1995,Paramount Pictures
11359,45000000,0,1995,Paramount Pictures
11861,10000000,23574130,1995,Universal Pictures
20649,25000000,13071518,1995,Universal Pictures
766,11000000,0,1992,Universal Pictures
9374,0,0,1992,Universal Pictures
8872,20000000,121697323,1992,Paramount Pictures
11806,0,147214049,1992,Universal Pictures
2322,0,105232691,1992,Universal Pictures
1492,47000000,7191399,1992,Paramount Pictures
10906,8000000,17092453,1992,Paramount Pictures
9475,31000000,134095253,1992,Universal Pictures
9876,0,70611210,1992,Universal Pictures
9869,45000000,178051587,1992,Paramount Pictures
14684,0,14715067,1992,Paramount Pictures
14239,0,14110589,1992,Paramount Pictures
11066,40000000,70100000,1992,Paramount Pictures
10407,0,0,1992,Universal Pictures
16136,5000000,20146880,1992,Paramount Pictures
25095,0,0,1992,Paramount Pictures
13199,0,0,1992,Universal Pictures
18722,0,20000000,1992,Universal Pictures
37527,0,8403433,1992,Universal Pictures
10424,20000000,11390479,1992,Paramount Pictures
12772,0,0,1992,Paramount Pictures
13937,12000000,37170057,1992,Universal Pictures
22004,0,0,1992,Universal Pictures
14603,0,0,1992,Universal Pictures
61225,0,17530973,1992,Universal Pictures
2007,0,7286388,1992,Universal Pictures
19087,0,0,1992,Paramount Pictures
814,10000000,31973249,1981,Universal Pictures
11816,0,19255967,1981,Universal Pictures
9725,1250000,21722776,1981,Paramount Pictures
11281,2500000,25533818,1981,Universal Pictures
19114,0,0,1981,Universal Pictures
25566,0,0,1981,Paramount Pictures
848,18000000,6000000,1981,Paramount Pictures
21610,5000000,19905359,1981,Universal Pictures
21515,0,0,1981,Paramount Pictures
24634,0,0,1981,Universal Pictures
39874,2200000,0,1981,Paramount Pictures
15660,0,0,1981,Paramount Pictures
12472,0,0,1981,Universal Pictures
26560,0,15578237,1981,Universal Pictures
954,80000000,457696359,1996,Paramount Pictures
199,46000000,150000000,1996,Paramount Pictures
9614,12000000,41205099,1996,Universal Pictures
8840,57000000,115267375,1996,Universal Pictures
11228,80000000,159212469,1996,Universal Pictures
9103,30000000,57400547,1996,Universal Pictures
664,92000000,494471524,1996,Universal Pictures
10061,50000000,42277365,1996,Paramount Pictures
1592,30000000,102616183,1996,Paramount Pictures
10280,0,0,1996,Paramount Pictures
10723,25000000,22611954,1996,Universal Pictures
11112,0,0,1996,Universal Pictures
17182,20000000,0,1996,Paramount Pictures
3179,12000000,0,1996,Paramount Pictures
2925,26000000,116400000,1996,Paramount Pictures
36355,25530000,20080020,1996,Universal Pictures
12606,0,0,1996,Paramount Pictures
9826,45000000,17300889,1996,Paramount Pictures
13997,0,32,1996,Paramount Pictures
18414,0,0,1996,Paramount Pictures
38223,12000000,0,1996,Paramount Pictures
32308,0,0,1996,Universal Pictures
3065,0,0,1996,Universal Pictures
955,125000000,546388105,2000,Paramount Pictures
3981,70000000,374111707,2000,Paramount Pictures
3536,62000000,127666415,2000,Universal Pictures
134,26000000,71000000,2000,Universal Pictures
5994,60000000,124745083,2000,Universal Pictures
11478,15000000,35007180,2000,Universal Pictures
479,46000000,107196498,2000,Paramount Pictures
10685,33000000,0,2000,Universal Pictures
889,83000000,59468275,2000,Universal Pictures
24476,0,0,2000,Universal Pictures
10479,60000000,71000000,2000,Paramount Pictures
11004,35000000,0,2000,Paramount Pictures
16340,0,0,2000,Paramount Pictures
10391,40000000,0,2000,Paramount Pictures
1831,25000000,24362772,2000,Paramount Pictures
10783,65000000,0,2000,Paramount Pictures
15489,0,0,2000,Paramount Pictures
17711,76000000,35134820,2000,Universal Pictures
601,10500000,792910554,1982,Universal Pictures
1091,10000000,13782838,1982,Universal Pictures
6217,0,0,1982,Universal Pictures
9387,20000000,68851475,1982,Universal Pictures
150,1000000,78868508,1982,Paramount Pictures
154,12000000,96800000,1982,Paramount Pictures
13342,4500000,27092880,1982,Universal Pictures
2665,0,27150534,1982,Paramount Pictures
9442,0,18196170,1982,Universal Pictures
2623,0,129795554,1982,Paramount Pictures
9037,13200000,15171476,1982,Paramount Pictures
15600,0,14000000,1982,Universal Pictures
9728,4000000,36690067,1982,Paramount Pictures
10676,2500000,14400000,1982,Universal Pictures
22023,22000000,0,1982,Universal Pictures
16363,0,0,1982,Universal Pictures
47955,8000000,0,1982,Paramount Pictures
37165,60000000,264118201,1998,Paramount Pictures
857,70000000,481840909,1998,Paramount Pictures
8656,75000000,140464664,1998,Paramount Pictures
297,90000000,142940100,1998,Universal Pictures
1878,18500000,10680275,1998,Universal Pictures
11551,40000000,54682547,1998,Universal Pictures
200,70000000,118000000,1998,Paramount Pictures
1389,48000000,77745568,1998,Universal Pictures
10312,50000000,202292902,1998,Universal Pictures
9429,17000000,30331165,1998,Paramount Pictures
8688,73000000,103891409,1998,Paramount Pictures
9440,65000000,0,1998,Universal Pictures
10215,6000000,58000000,1998,Paramount Pictures
26269,0,0,1998,Paramount Pictures
11568,28000000,14051384,1998,Universal Pictures
11258,70000000,19870567,1998,Paramount Pictures
9422,70000000,56702901,1998,Paramount Pictures
18316,0,0,1998,Universal Pictures
10223,0,0,1998,Paramount Pictures
31473,0,0,1998,Universal Pictures
14557,0,0,1998,Paramount Pictures
9490,8000000,17460020,1998,Universal Pictures
27472,0,0,1998,Paramount Pictures
165,40000000,332000000,1989,Universal Pictures
172,30000000,70200000,1989,Paramount Pictures
8913,11500000,57469467,1989,Paramount Pictures
2604,14000000,161001698,1989,Universal Pictures
2616,15000000,79258538,1989,Universal Pictures
9942,11000000,49797148,1989,Paramount Pictures
